"subject" "activity" "variable" "value"
"26" "WALKING" "tBodyGyroMeanZ" 0.0851069247830508
"27" "WALKING" "tBodyGyroMeanZ" 0.118267750196491
"28" "WALKING" "tBodyGyroMeanZ" 0.116065910925926
"29" "WALKING" "tBodyGyroMeanZ" 0.0856852236188679
"30" "WALKING" "tBodyGyroMeanZ" 0.0839568239261538
"2" "WALKING_UPSTAIRS" "tBodyGyroMeanZ" 0.0688374021666667
"4" "WALKING_UPSTAIRS" "tBodyGyroMeanZ" 0.0843753843384615
"9" "WALKING_UPSTAIRS" "tBodyGyroMeanZ" 0.14569462592449
"10" "WALKING_UPSTAIRS" "tBodyGyroMeanZ" 0.0879664182957447
"12" "WALKING_UPSTAIRS" "tBodyGyroMeanZ" 0.0898022757730769
"13" "WALKING_UPSTAIRS" "tBodyGyroMeanZ" 0.116679563256364
"18" "WALKING_UPSTAIRS" "tBodyGyroMeanZ" 0.0906736478431034
"20" "WALKING_UPSTAIRS" "tBodyGyroMeanZ" 0.058701941845098
"24" "WALKING_UPSTAIRS" "tBodyGyroMeanZ" 0.0248290702830508
"1" "WALKING_UPSTAIRS" "tBodyGyroMeanZ" 0.0583595463981132
"3" "WALKING_UPSTAIRS" "tBodyGyroMeanZ" 0.0215603697
"5" "WALKING_UPSTAIRS" "tBodyGyroMeanZ" 0.0424442819489362
"6" "WALKING_UPSTAIRS" "tBodyGyroMeanZ" 0.0664234025976471
"7" "WALKING_UPSTAIRS" "tBodyGyroMeanZ" 0.139217071509804
"8" "WALKING_UPSTAIRS" "tBodyGyroMeanZ" -0.0724546025804878
"11" "WALKING_UPSTAIRS" "tBodyGyroMeanZ" 0.0638054379968518
"14" "WALKING_UPSTAIRS" "tBodyGyroMeanZ" -0.0441381886666667
"15" "WALKING_UPSTAIRS" "tBodyGyroMeanZ" 0.0911681484547917
"16" "WALKING_UPSTAIRS" "tBodyGyroMeanZ" -0.00779288021764706
"17" "WALKING_UPSTAIRS" "tBodyGyroMeanZ" 0.0560931358145833
"19" "WALKING_UPSTAIRS" "tBodyGyroMeanZ" -0.000233248224999999
"21" "WALKING_UPSTAIRS" "tBodyGyroMeanZ" -0.00546829763829787
"22" "WALKING_UPSTAIRS" "tBodyGyroMeanZ" 0.0157359244619048
"23" "WALKING_UPSTAIRS" "tBodyGyroMeanZ" -0.0325557522333333
"25" "WALKING_UPSTAIRS" "tBodyGyroMeanZ" 0.0996227385527692
"26" "WALKING_UPSTAIRS" "tBodyGyroMeanZ" 0.0721458973490909
"27" "WALKING_UPSTAIRS" "tBodyGyroMeanZ" 0.140129855776471
"28" "WALKING_UPSTAIRS" "tBodyGyroMeanZ" 0.103720987705882
"29" "WALKING_UPSTAIRS" "tBodyGyroMeanZ" 0.0854318123467347
"30" "WALKING_UPSTAIRS" "tBodyGyroMeanZ" 0.0814699303289231
"2" "WALKING_DOWNSTAIRS" "tBodyGyroMeanZ" 0.097173808906383
"4" "WALKING_DOWNSTAIRS" "tBodyGyroMeanZ" 0.05926394948
"9" "WALKING_DOWNSTAIRS" "tBodyGyroMeanZ" 0.116804400690476
"10" "WALKING_DOWNSTAIRS" "tBodyGyroMeanZ" 0.0724433685578947
"12" "WALKING_DOWNSTAIRS" "tBodyGyroMeanZ" 0.0895434978391304
"13" "WALKING_DOWNSTAIRS" "tBodyGyroMeanZ" 0.111284239655957
"18" "WALKING_DOWNSTAIRS" "tBodyGyroMeanZ" 0.0987471683127273
"20" "WALKING_DOWNSTAIRS" "tBodyGyroMeanZ" 0.103900480541333
"24" "WALKING_DOWNSTAIRS" "tBodyGyroMeanZ" 0.111973650603636
"1" "WALKING_DOWNSTAIRS" "tBodyGyroMeanZ" 0.0900850142030612
"3" "WALKING_DOWNSTAIRS" "tBodyGyroMeanZ" 0.123826738353061
"5" "WALKING_DOWNSTAIRS" "tBodyGyroMeanZ" 0.0806559989574468
"6" "WALKING_DOWNSTAIRS" "tBodyGyroMeanZ" 0.0870012595210417
"7" "WALKING_DOWNSTAIRS" "tBodyGyroMeanZ" 0.116894769042766
"8" "WALKING_DOWNSTAIRS" "tBodyGyroMeanZ" 0.114143855152368
"11" "WALKING_DOWNSTAIRS" "tBodyGyroMeanZ" 0.057524457376087
"14" "WALKING_DOWNSTAIRS" "tBodyGyroMeanZ" 0.0353344537555556
"15" "WALKING_DOWNSTAIRS" "tBodyGyroMeanZ" 0.0711758197607143
"16" "WALKING_DOWNSTAIRS" "tBodyGyroMeanZ" 0.0835380057
"17" "WALKING_DOWNSTAIRS" "tBodyGyroMeanZ" 0.0162878745776087
"19" "WALKING_DOWNSTAIRS" "tBodyGyroMeanZ" 0.163962510807692
"21" "WALKING_DOWNSTAIRS" "tBodyGyroMeanZ" 0.148610020955556
"22" "WALKING_DOWNSTAIRS" "tBodyGyroMeanZ" 0.0500708760555556
"23" "WALKING_DOWNSTAIRS" "tBodyGyroMeanZ" 0.0953602497222222
"25" "WALKING_DOWNSTAIRS" "tBodyGyroMeanZ" 0.0980750249310345
"26" "WALKING_DOWNSTAIRS" "tBodyGyroMeanZ" 0.082221399603
"27" "WALKING_DOWNSTAIRS" "tBodyGyroMeanZ" 0.152695027609091
"28" "WALKING_DOWNSTAIRS" "tBodyGyroMeanZ" 0.138622425584783
"29" "WALKING_DOWNSTAIRS" "tBodyGyroMeanZ" 0.0822244074666667
"30" "WALKING_DOWNSTAIRS" "tBodyGyroMeanZ" 0.0895767797064516
"2" "SITTING" "tBodyGyroMeanZ" 0.0412277462173913
"4" "SITTING" "tBodyGyroMeanZ" 0.10115033478
"9" "SITTING" "tBodyGyroMeanZ" 0.0807919285908
"10" "SITTING" "tBodyGyroMeanZ" 0.0745958869444444
"12" "SITTING" "tBodyGyroMeanZ" 0.0728462158235294
"13" "SITTING" "tBodyGyroMeanZ" 0.0823432026610204
"18" "SITTING" "tBodyGyroMeanZ" 0.0848140511754386
"20" "SITTING" "tBodyGyroMeanZ" 0.0642882138333333
"24" "SITTING" "tBodyGyroMeanZ" 0.0800440230882353
"1" "SITTING" "tBodyGyroMeanZ" 0.0629313811914894
"3" "SITTING" "tBodyGyroMeanZ" 0.0940113975530769
"5" "SITTING" "tBodyGyroMeanZ" 0.0823934451590909
"6" "SITTING" "tBodyGyroMeanZ" 0.0854346006181818
"7" "SITTING" "tBodyGyroMeanZ" 0.0259476655145833
"8" "SITTING" "tBodyGyroMeanZ" 0.0716048809782609
"11" "SITTING" "tBodyGyroMeanZ" 0.0761739419056604
"14" "SITTING" "tBodyGyroMeanZ" 0.0928523607037037
"15" "SITTING" "tBodyGyroMeanZ" 0.0951978083898305
"16" "SITTING" "tBodyGyroMeanZ" 0.0795736310463768
"17" "SITTING" "tBodyGyroMeanZ" 0.0860053803375
"19" "SITTING" "tBodyGyroMeanZ" 0.0968980718168493
"21" "SITTING" "tBodyGyroMeanZ" 0.0831326042823529
"22" "SITTING" "tBodyGyroMeanZ" 0.0804426775241936
"23" "SITTING" "tBodyGyroMeanZ" 0.0645673209117647
"25" "SITTING" "tBodyGyroMeanZ" 0.0852783892769231
"26" "SITTING" "tBodyGyroMeanZ" 0.0711109471666667
"27" "SITTING" "tBodyGyroMeanZ" 0.0833752812157143
"28" "SITTING" "tBodyGyroMeanZ" 0.087025401375
"29" "SITTING" "tBodyGyroMeanZ" 0.0580495969166667
"30" "SITTING" "tBodyGyroMeanZ" 0.0702002598387097
"2" "STANDING" "tBodyGyroMeanZ" 0.0878351695481481
"4" "STANDING" "tBodyGyroMeanZ" 0.0755636430892857
"9" "STANDING" "tBodyGyroMeanZ" 0.0992409332222222
"10" "STANDING" "tBodyGyroMeanZ" 0.103251560681818
"12" "STANDING" "tBodyGyroMeanZ" 0.074256819
"13" "STANDING" "tBodyGyroMeanZ" 0.085471246877193
"18" "STANDING" "tBodyGyroMeanZ" 0.0843190675616438
"20" "STANDING" "tBodyGyroMeanZ" 0.0773671448739726
"24" "STANDING" "tBodyGyroMeanZ" 0.077124614942029
"1" "STANDING" "tBodyGyroMeanZ" 0.074800751
"3" "STANDING" "tBodyGyroMeanZ" 0.0665262054098361
"5" "STANDING" "tBodyGyroMeanZ" 0.0690945763946429
"6" "STANDING" "tBodyGyroMeanZ" 0.0767394745964912
"7" "STANDING" "tBodyGyroMeanZ" 0.0851045000566038
"8" "STANDING" "tBodyGyroMeanZ" 0.063688907
"11" "STANDING" "tBodyGyroMeanZ" 0.0810588216170213
"14" "STANDING" "tBodyGyroMeanZ" 0.07904758875
"15" "STANDING" "tBodyGyroMeanZ" 0.0761946738773585
"16" "STANDING" "tBodyGyroMeanZ" 0.0867342708846154
"17" "STANDING" "tBodyGyroMeanZ" 0.0880561869358974
"19" "STANDING" "tBodyGyroMeanZ" 0.0710520180136986
"21" "STANDING" "tBodyGyroMeanZ" 0.0864863265393258
"22" "STANDING" "tBodyGyroMeanZ" 0.0733466563174603
"23" "STANDING" "tBodyGyroMeanZ" 0.0816888999117647
"25" "STANDING" "tBodyGyroMeanZ" 0.0852685438243243
"26" "STANDING" "tBodyGyroMeanZ" 0.0776706781351351
"27" "STANDING" "tBodyGyroMeanZ" 0.07168414632375
"28" "STANDING" "tBodyGyroMeanZ" 0.0865173111012658
"29" "STANDING" "tBodyGyroMeanZ" 0.0827583768461538
"30" "STANDING" "tBodyGyroMeanZ" 0.0802514754237288
"2" "LAYING" "tBodyGyroMeanZ" 0.144882846104167
"4" "LAYING" "tBodyGyroMeanZ" 0.169720404092593
"9" "LAYING" "tBodyGyroMeanZ" 0.101275010682
"10" "LAYING" "tBodyGyroMeanZ" 0.104720478344828
"12" "LAYING" "tBodyGyroMeanZ" 0.14519184795
"13" "LAYING" "tBodyGyroMeanZ" 0.117819614790323
"18" "LAYING" "tBodyGyroMeanZ" 0.0937781948153846
"20" "LAYING" "tBodyGyroMeanZ" 0.123680209926471
"24" "LAYING" "tBodyGyroMeanZ" 0.111730746333333
"1" "LAYING" "tBodyGyroMeanZ" 0.14868943626
"3" "LAYING" "tBodyGyroMeanZ" 0.137999561112903
"5" "LAYING" "tBodyGyroMeanZ" 0.159894366942308
"6" "LAYING" "tBodyGyroMeanZ" 0.179102058245614
"7" "LAYING" "tBodyGyroMeanZ" 0.155920029769231
"8" "LAYING" "tBodyGyroMeanZ" 0.13818830737037
"11" "LAYING" "tBodyGyroMeanZ" 0.152019015929825
"14" "LAYING" "tBodyGyroMeanZ" 0.149124058235294
"15" "LAYING" "tBodyGyroMeanZ" 0.113451899791667
"16" "LAYING" "tBodyGyroMeanZ" 0.0966210349428571
"17" "LAYING" "tBodyGyroMeanZ" 0.111440490309859
"19" "LAYING" "tBodyGyroMeanZ" 0.10860511373494
"21" "LAYING" "tBodyGyroMeanZ" 0.0980906517
"22" "LAYING" "tBodyGyroMeanZ" 0.145003879319444
"23" "LAYING" "tBodyGyroMeanZ" 0.111078594708333
"25" "LAYING" "tBodyGyroMeanZ" 0.139718671465753
"26" "LAYING" "tBodyGyroMeanZ" 0.152436344328947
"27" "LAYING" "tBodyGyroMeanZ" 0.118738360783784
"28" "LAYING" "tBodyGyroMeanZ" 0.09357912315
"29" "LAYING" "tBodyGyroMeanZ" 0.127411971652174
"30" "LAYING" "tBodyGyroMeanZ" 0.0938472163142857
"2" "WALKING" "tBodyGyroStdX" -0.561550255762712
"4" "WALKING" "tBodyGyroStdX" -0.500916659
"9" "WALKING" "tBodyGyroStdX" -0.476163506730769
"10" "WALKING" "tBodyGyroStdX" -0.414205475283019
"12" "WALKING" "tBodyGyroStdX" -0.5462634706
"13" "WALKING" "tBodyGyroStdX" -0.376059914210526
"18" "WALKING" "tBodyGyroStdX" -0.7044397775
"20" "WALKING" "tBodyGyroStdX" -0.23294061427451
"24" "WALKING" "tBodyGyroStdX" -0.580597373275862
"1" "WALKING" "tBodyGyroStdX" -0.473535485894737
"3" "WALKING" "tBodyGyroStdX" -0.571869560172414
"5" "WALKING" "tBodyGyroStdX" -0.490877497857143
"6" "WALKING" "tBodyGyroStdX" -0.446020952631579
"7" "WALKING" "tBodyGyroStdX" -0.503313517017544
"8" "WALKING" "tBodyGyroStdX" -0.1992097184375
"11" "WALKING" "tBodyGyroStdX" -0.596346930847458
"14" "WALKING" "tBodyGyroStdX" -0.60038822220339
"15" "WALKING" "tBodyGyroStdX" -0.329624620185185
"16" "WALKING" "tBodyGyroStdX" -0.654171847058823
"17" "WALKING" "tBodyGyroStdX" -0.47981351295082
"19" "WALKING" "tBodyGyroStdX" -0.0264357957923077
"21" "WALKING" "tBodyGyroStdX" -0.432232883846154
"22" "WALKING" "tBodyGyroStdX" -0.318537865869565
"23" "WALKING" "tBodyGyroStdX" -0.494322648644068
"25" "WALKING" "tBodyGyroStdX" -0.401158753783784
"26" "WALKING" "tBodyGyroStdX" -0.492885711355932
"27" "WALKING" "tBodyGyroStdX" -0.606860248596491
"28" "WALKING" "tBodyGyroStdX" -0.503798624074074
"29" "WALKING" "tBodyGyroStdX" -0.598868670943396
"30" "WALKING" "tBodyGyroStdX" -0.387920593846154
"2" "WALKING_UPSTAIRS" "tBodyGyroStdX" -0.439253058958333
"4" "WALKING_UPSTAIRS" "tBodyGyroStdX" -0.454431043269231
"9" "WALKING_UPSTAIRS" "tBodyGyroStdX" -0.343976630734694
"10" "WALKING_UPSTAIRS" "tBodyGyroStdX" -0.308534708121277
"12" "WALKING_UPSTAIRS" "tBodyGyroStdX" -0.526659296134615
"13" "WALKING_UPSTAIRS" "tBodyGyroStdX" -0.541066687090909
"18" "WALKING_UPSTAIRS" "tBodyGyroStdX" -0.593841504137931
"20" "WALKING_UPSTAIRS" "tBodyGyroStdX" -0.492701193921569
"24" "WALKING_UPSTAIRS" "tBodyGyroStdX" -0.577426408813559
"1" "WALKING_UPSTAIRS" "tBodyGyroStdX" -0.544871104528302
"3" "WALKING_UPSTAIRS" "tBodyGyroStdX" -0.456039262525424
"5" "WALKING_UPSTAIRS" "tBodyGyroStdX" -0.443342262340426
"6" "WALKING_UPSTAIRS" "tBodyGyroStdX" -0.321973723647059
"7" "WALKING_UPSTAIRS" "tBodyGyroStdX" -0.363853236862745
"8" "WALKING_UPSTAIRS" "tBodyGyroStdX" -0.367428367219512
"11" "WALKING_UPSTAIRS" "tBodyGyroStdX" -0.501331630185185
"14" "WALKING_UPSTAIRS" "tBodyGyroStdX" -0.454283337592593
"15" "WALKING_UPSTAIRS" "tBodyGyroStdX" -0.415251317916667
"16" "WALKING_UPSTAIRS" "tBodyGyroStdX" -0.508087166666667
"17" "WALKING_UPSTAIRS" "tBodyGyroStdX" -0.496562732729167
"19" "WALKING_UPSTAIRS" "tBodyGyroStdX" -0.4068000325
"21" "WALKING_UPSTAIRS" "tBodyGyroStdX" -0.53190941893617
"22" "WALKING_UPSTAIRS" "tBodyGyroStdX" -0.301491709628571
"23" "WALKING_UPSTAIRS" "tBodyGyroStdX" -0.550664576666667
"25" "WALKING_UPSTAIRS" "tBodyGyroStdX" -0.489011794784615
"26" "WALKING_UPSTAIRS" "tBodyGyroStdX" -0.550274396
"27" "WALKING_UPSTAIRS" "tBodyGyroStdX" -0.562461004705882
"28" "WALKING_UPSTAIRS" "tBodyGyroStdX" -0.518818227843137
"29" "WALKING_UPSTAIRS" "tBodyGyroStdX" -0.323904731622449
"30" "WALKING_UPSTAIRS" "tBodyGyroStdX" -0.493837520761538
"2" "WALKING_DOWNSTAIRS" "tBodyGyroStdX" -0.320789230008511
"4" "WALKING_DOWNSTAIRS" "tBodyGyroStdX" -0.370244695288889
"9" "WALKING_DOWNSTAIRS" "tBodyGyroStdX" -0.396429197952381
"10" "WALKING_DOWNSTAIRS" "tBodyGyroStdX" -0.304745377026316
"12" "WALKING_DOWNSTAIRS" "tBodyGyroStdX" -0.362143061643478
"13" "WALKING_DOWNSTAIRS" "tBodyGyroStdX" -0.417014161553191
"18" "WALKING_DOWNSTAIRS" "tBodyGyroStdX" -0.502473033509091
"20" "WALKING_DOWNSTAIRS" "tBodyGyroStdX" -0.204939567711111
"24" "WALKING_DOWNSTAIRS" "tBodyGyroStdX" -0.431919067945455
"1" "WALKING_DOWNSTAIRS" "tBodyGyroStdX" -0.458030542938775
"3" "WALKING_DOWNSTAIRS" "tBodyGyroStdX" -0.261653414014286
"5" "WALKING_DOWNSTAIRS" "tBodyGyroStdX" -0.46064684487234
"6" "WALKING_DOWNSTAIRS" "tBodyGyroStdX" -0.19830385328125
"7" "WALKING_DOWNSTAIRS" "tBodyGyroStdX" -0.407744096
"8" "WALKING_DOWNSTAIRS" "tBodyGyroStdX" -0.258430885531579
"11" "WALKING_DOWNSTAIRS" "tBodyGyroStdX" -0.374069023580435
"14" "WALKING_DOWNSTAIRS" "tBodyGyroStdX" -0.354551638377778
"15" "WALKING_DOWNSTAIRS" "tBodyGyroStdX" -0.318692525928571
"16" "WALKING_DOWNSTAIRS" "tBodyGyroStdX" -0.45418847106383
"17" "WALKING_DOWNSTAIRS" "tBodyGyroStdX" -0.370436868891304
"19" "WALKING_DOWNSTAIRS" "tBodyGyroStdX" 0.267657219333333
"21" "WALKING_DOWNSTAIRS" "tBodyGyroStdX" -0.442148617666667
"22" "WALKING_DOWNSTAIRS" "tBodyGyroStdX" -0.237349190997222
"23" "WALKING_DOWNSTAIRS" "tBodyGyroStdX" -0.416133032777778
"25" "WALKING_DOWNSTAIRS" "tBodyGyroStdX" -0.288824754586207
"26" "WALKING_DOWNSTAIRS" "tBodyGyroStdX" -0.33131291446
"27" "WALKING_DOWNSTAIRS" "tBodyGyroStdX" -0.363722908386364
"28" "WALKING_DOWNSTAIRS" "tBodyGyroStdX" -0.268106330991304
"29" "WALKING_DOWNSTAIRS" "tBodyGyroStdX" -0.282077257508333
"30" "WALKING_DOWNSTAIRS" "tBodyGyroStdX" -0.265923160895161
"2" "SITTING" "tBodyGyroStdX" -0.985742027826087
"4" "SITTING" "tBodyGyroStdX" -0.9701317904
"9" "SITTING" "tBodyGyroStdX" -0.9590200492
"10" "SITTING" "tBodyGyroStdX" -0.988873097222222
"12" "SITTING" "tBodyGyroStdX" -0.974425351960784
"13" "SITTING" "tBodyGyroStdX" -0.985844263265306
"18" "SITTING" "tBodyGyroStdX" -0.991956958947368
"20" "SITTING" "tBodyGyroStdX" -0.976309017121212
"24" "SITTING" "tBodyGyroStdX" -0.988111648676471
"1" "SITTING" "tBodyGyroStdX" -0.977211283191489
"3" "SITTING" "tBodyGyroStdX" -0.965434768461538
"5" "SITTING" "tBodyGyroStdX" -0.966225485
"6" "SITTING" "tBodyGyroStdX" -0.957367681818182
"7" "SITTING" "tBodyGyroStdX" -0.941870953333333
"8" "SITTING" "tBodyGyroStdX" -0.984524052826087
"11" "SITTING" "tBodyGyroStdX" -0.988164911509434
"14" "SITTING" "tBodyGyroStdX" -0.980829981481481
"15" "SITTING" "tBodyGyroStdX" -0.988204115254237
"16" "SITTING" "tBodyGyroStdX" -0.981037373333333
"17" "SITTING" "tBodyGyroStdX" -0.98963832578125
"19" "SITTING" "tBodyGyroStdX" -0.984625306849315
"21" "SITTING" "tBodyGyroStdX" -0.988410501294118
"22" "SITTING" "tBodyGyroStdX" -0.981099172419355
"23" "SITTING" "tBodyGyroStdX" -0.980363734264706
"25" "SITTING" "tBodyGyroStdX" -0.989907584153846
"26" "SITTING" "tBodyGyroStdX" -0.991027700512821
"27" "SITTING" "tBodyGyroStdX" -0.988492425142857
"28" "SITTING" "tBodyGyroStdX" -0.979671983472222
"29" "SITTING" "tBodyGyroStdX" -0.990178704833333
"30" "SITTING" "tBodyGyroStdX" -0.988132669516129
"2" "STANDING" "tBodyGyroStdX" -0.972998629814815
"4" "STANDING" "tBodyGyroStdX" -0.909687974464286
"9" "STANDING" "tBodyGyroStdX" -0.921990612
"10" "STANDING" "tBodyGyroStdX" -0.929895057954545
"12" "STANDING" "tBodyGyroStdX" -0.883655251803279
"13" "STANDING" "tBodyGyroStdX" -0.955577395789474
"18" "STANDING" "tBodyGyroStdX" -0.962254249589041
"20" "STANDING" "tBodyGyroStdX" -0.886749172739726
"24" "STANDING" "tBodyGyroStdX" -0.960738660289855
"1" "STANDING" "tBodyGyroStdX" -0.987191946603774
"3" "STANDING" "tBodyGyroStdX" -0.900462227540984
"5" "STANDING" "tBodyGyroStdX" -0.910395222321429
"6" "STANDING" "tBodyGyroStdX" -0.947561298596491
"7" "STANDING" "tBodyGyroStdX" -0.945247687358491
"8" "STANDING" "tBodyGyroStdX" -0.972990379814815
"11" "STANDING" "tBodyGyroStdX" -0.980242494680851
"14" "STANDING" "tBodyGyroStdX" -0.9610917615
"15" "STANDING" "tBodyGyroStdX" -0.947790802075472
"16" "STANDING" "tBodyGyroStdX" -0.973400107564103
"17" "STANDING" "tBodyGyroStdX" -0.981373082948718
"19" "STANDING" "tBodyGyroStdX" -0.946109711917808
"21" "STANDING" "tBodyGyroStdX" -0.962514526067416
"22" "STANDING" "tBodyGyroStdX" -0.917837043333333
"23" "STANDING" "tBodyGyroStdX" -0.942011240294118
"25" "STANDING" "tBodyGyroStdX" -0.971357421216216
"26" "STANDING" "tBodyGyroStdX" -0.973785111216216
"27" "STANDING" "tBodyGyroStdX" -0.9699020075
"28" "STANDING" "tBodyGyroStdX" -0.884032232405063
"29" "STANDING" "tBodyGyroStdX" -0.977994819846154
"30" "STANDING" "tBodyGyroStdX" -0.911408517966102
"2" "LAYING" "tBodyGyroStdX" -0.988275232916667
"4" "LAYING" "tBodyGyroStdX" -0.973102422222222
"9" "LAYING" "tBodyGyroStdX" -0.9422465098
"10" "LAYING" "tBodyGyroStdX" -0.961713199827586
"12" "LAYING" "tBodyGyroStdX" -0.966090742
"13" "LAYING" "tBodyGyroStdX" -0.972143470322581
"18" "LAYING" "tBodyGyroStdX" -0.992872598
"20" "LAYING" "tBodyGyroStdX" -0.984477414264706
"24" "LAYING" "tBodyGyroStdX" -0.982651720138889
"1" "LAYING" "tBodyGyroStdX" -0.87354386782
"3" "LAYING" "tBodyGyroStdX" -0.974545752096774
"5" "LAYING" "tBodyGyroStdX" -0.979498706538461
"6" "LAYING" "tBodyGyroStdX" -0.955378225087719
"7" "LAYING" "tBodyGyroStdX" -0.9601268225
"8" "LAYING" "tBodyGyroStdX" -0.965204017592593
"11" "LAYING" "tBodyGyroStdX" -0.980836884561403
"14" "LAYING" "tBodyGyroStdX" -0.957221015098039
"15" "LAYING" "tBodyGyroStdX" -0.957167680694444
"16" "LAYING" "tBodyGyroStdX" -0.977010769857143
"17" "LAYING" "tBodyGyroStdX" -0.975893061830986
"19" "LAYING" "tBodyGyroStdX" -0.981357611445783
"21" "LAYING" "tBodyGyroStdX" -0.975411857555556
"22" "LAYING" "tBodyGyroStdX" -0.956641905833333
"23" "LAYING" "tBodyGyroStdX" -0.981849400972222
"25" "LAYING" "tBodyGyroStdX" -0.889769639726027
"26" "LAYING" "tBodyGyroStdX" -0.990328197763158
"27" "LAYING" "tBodyGyroStdX" -0.988837212162162
"28" "LAYING" "tBodyGyroStdX" -0.95516227975
"29" "LAYING" "tBodyGyroStdX" -0.994276591304348
"30" "LAYING" "tBodyGyroStdX" -0.973662822428571
"2" "WALKING" "tBodyGyroStdY" -0.53845366779661
"4" "WALKING" "tBodyGyroStdY" -0.665394092833333
"9" "WALKING" "tBodyGyroStdY" -0.467054167884615
"10" "WALKING" "tBodyGyroStdY" -0.250853318679245
"12" "WALKING" "tBodyGyroStdY" -0.4494013978
"13" "WALKING" "tBodyGyroStdY" -0.290023550315789
"18" "WALKING" "tBodyGyroStdY" -0.496431539642857
"20" "WALKING" "tBodyGyroStdY" 0.0858321519372549
"24" "WALKING" "tBodyGyroStdY" -0.487166280172414
"1" "WALKING" "tBodyGyroStdY" -0.0546077686594737
"3" "WALKING" "tBodyGyroStdY" -0.563793260172414
"5" "WALKING" "tBodyGyroStdY" -0.504622029821429
"6" "WALKING" "tBodyGyroStdY" -0.331702267894737
"7" "WALKING" "tBodyGyroStdY" -0.23109830545614
"8" "WALKING" "tBodyGyroStdY" -0.2119972775
"11" "WALKING" "tBodyGyroStdY" -0.499625287288136
"14" "WALKING" "tBodyGyroStdY" -0.0148392604279661
"15" "WALKING" "tBodyGyroStdY" -0.420865007777778
"16" "WALKING" "tBodyGyroStdY" -0.612593634117647
"17" "WALKING" "tBodyGyroStdY" -0.454932903934426
"19" "WALKING" "tBodyGyroStdY" -0.114406108840577
"21" "WALKING" "tBodyGyroStdY" -0.397892316730769
"22" "WALKING" "tBodyGyroStdY" -0.486322106521739
"23" "WALKING" "tBodyGyroStdY" 0.25945722920339
"25" "WALKING" "tBodyGyroStdY" -0.604032097432432
"26" "WALKING" "tBodyGyroStdY" -0.57573544779661
"27" "WALKING" "tBodyGyroStdY" -0.529865057894737
"28" "WALKING" "tBodyGyroStdY" -0.497684006666667
"29" "WALKING" "tBodyGyroStdY" -0.181802636566038
"30" "WALKING" "tBodyGyroStdY" 0.00600277892
"2" "WALKING_UPSTAIRS" "tBodyGyroStdY" -0.466298336666667
"4" "WALKING_UPSTAIRS" "tBodyGyroStdY" -0.551185569230769
"9" "WALKING_UPSTAIRS" "tBodyGyroStdY" -0.400859067959184
"10" "WALKING_UPSTAIRS" "tBodyGyroStdY" 0.0411724668680851
"12" "WALKING_UPSTAIRS" "tBodyGyroStdY" -0.522949798269231
"13" "WALKING_UPSTAIRS" "tBodyGyroStdY" -0.403572169636364
"18" "WALKING_UPSTAIRS" "tBodyGyroStdY" -0.507297003103448
"20" "WALKING_UPSTAIRS" "tBodyGyroStdY" -0.104722161186078
"24" "WALKING_UPSTAIRS" "tBodyGyroStdY" -0.568534124576271
"1" "WALKING_UPSTAIRS" "tBodyGyroStdY" 0.00410518379811321
"3" "WALKING_UPSTAIRS" "tBodyGyroStdY" -0.582742845932203
"5" "WALKING_UPSTAIRS" "tBodyGyroStdY" -0.440345826382979
"6" "WALKING_UPSTAIRS" "tBodyGyroStdY" -0.315799901607843
"7" "WALKING_UPSTAIRS" "tBodyGyroStdY" -0.572996820784314
"8" "WALKING_UPSTAIRS" "tBodyGyroStdY" -0.0666980861414634
"11" "WALKING_UPSTAIRS" "tBodyGyroStdY" -0.28204453962963
"14" "WALKING_UPSTAIRS" "tBodyGyroStdY" 0.476518714444444
"15" "WALKING_UPSTAIRS" "tBodyGyroStdY" -0.3302332351
"16" "WALKING_UPSTAIRS" "tBodyGyroStdY" -0.58638289372549
"17" "WALKING_UPSTAIRS" "tBodyGyroStdY" -0.493044125208333
"19" "WALKING_UPSTAIRS" "tBodyGyroStdY" -0.17263322355
"21" "WALKING_UPSTAIRS" "tBodyGyroStdY" -0.463136841489362
"22" "WALKING_UPSTAIRS" "tBodyGyroStdY" -0.489417908809524
"23" "WALKING_UPSTAIRS" "tBodyGyroStdY" -0.293681861176471
"25" "WALKING_UPSTAIRS" "tBodyGyroStdY" -0.433673383846154
"26" "WALKING_UPSTAIRS" "tBodyGyroStdY" -0.603097110545455
"27" "WALKING_UPSTAIRS" "tBodyGyroStdY" -0.587966800588235
"28" "WALKING_UPSTAIRS" "tBodyGyroStdY" -0.479319521372549
"29" "WALKING_UPSTAIRS" "tBodyGyroStdY" 0.0461103045102041
"30" "WALKING_UPSTAIRS" "tBodyGyroStdY" -0.0840481513184615
"2" "WALKING_DOWNSTAIRS" "tBodyGyroStdY" -0.415739144893617
"4" "WALKING_DOWNSTAIRS" "tBodyGyroStdY" -0.699453537111111
"9" "WALKING_DOWNSTAIRS" "tBodyGyroStdY" -0.340765233142857
"10" "WALKING_DOWNSTAIRS" "tBodyGyroStdY" -0.311407525263158
"12" "WALKING_DOWNSTAIRS" "tBodyGyroStdY" -0.47628774326087
"13" "WALKING_DOWNSTAIRS" "tBodyGyroStdY" -0.198848161170213
"18" "WALKING_DOWNSTAIRS" "tBodyGyroStdY" -0.617230786
